v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,target
46,blue-collar,married,secondary,no,6253,yes,no,cellular,9,jul,411,1,-1,0,unknown,0
32,management,single,tertiary,no,127,yes,no,unknown,30,may,66,3,-1,0,unknown,0
27,blue-collar,single,primary,no,140,no,no,telephone,28,jan,183,2,-1,0,unknown,0
32,services,single,secondary,no,91,no,no,cellular,29,jul,241,5,-1,0,unknown,0
56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,-1,0,unknown,0
54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure,0
45,technician,divorced,unknown,yes,-25,no,yes,unknown,3,jul,158,3,-1,0,unknown,0
51,blue-collar,married,primary,no,593,yes,no,unknown,28,may,157,2,-1,0,unknown,0
36,blue-collar,married,primary,no,1503,no,no,cellular,19,nov,138,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,51,yes,no,cellular,15,may,333,1,-1,0,unknown,0
40,management,single,tertiary,no,1509,no,no,cellular,15,mar,144,2,124,1,failure,0
35,technician,divorced,secondary,no,2823,yes,no,cellular,2,feb,229,1,-1,0,unknown,0
31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,1
29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown,1
42,blue-collar,married,secondary,no,-21,no,no,unknown,2,jun,377,1,-1,0,unknown,0
37,technician,married,secondary,no,1109,yes,no,cellular,12,may,62,1,354,5,failure,0
53,services,married,secondary,no,1364,no,no,cellular,17,nov,508,1,115,1,failure,0
56,blue-collar,married,primary,no,278,no,yes,cellular,9,jul,261,3,-1,0,unknown,0
34,housemaid,married,tertiary,no,401,no,no,cellular,14,aug,448,4,-1,0,unknown,0
54,entrepreneur,married,secondary,no,0,yes,no,cellular,5,may,387,2,287,1,failure,0
38,admin.,married,secondary,no,260,yes,no,cellular,10,jul,446,1,-1,0,unknown,0
37,admin.,married,tertiary,no,2693,yes,no,cellular,8,apr,261,1,-1,0,unknown,0
37,housemaid,married,secondary,no,187,no,no,unknown,12,jun,165,1,-1,0,unknown,0
56,entrepreneur,married,tertiary,no,1297,yes,no,unknown,16,may,180,1,-1,0,unknown,0
32,management,married,tertiary,no,4761,yes,no,cellular,5,may,159,2,350,2,failure,0
32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,1
39,entrepreneur,divorced,secondary,no,1202,yes,no,unknown,23,may,364,2,-1,0,unknown,0
53,technician,married,unknown,no,2242,no,no,cellular,10,jul,154,14,-1,0,unknown,0
31,technician,married,secondary,no,0,no,no,cellular,20,aug,117,4,-1,0,unknown,0
35,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,287,1,-1,0,unknown,0
30,entrepreneur,single,tertiary,no,734,yes,no,unknown,5,jun,113,3,-1,0,unknown,0
50,technician,single,secondary,no,-463,yes,no,unknown,27,may,269,3,-1,0,unknown,0
40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,1
60,blue-collar,married,primary,no,1723,no,no,cellular,4,may,160,4,83,3,failure,0
33,management,divorced,tertiary,no,219,yes,no,cellular,13,may,93,1,301,1,failure,0
31,blue-collar,married,primary,no,1654,yes,no,cellular,18,may,288,1,-1,0,unknown,0
37,management,single,tertiary,no,695,no,no,cellular,28,jan,233,1,-1,0,unknown,0
39,admin.,single,secondary,no,470,yes,no,unknown,20,jun,44,2,-1,0,unknown,0
43,technician,single,unknown,no,572,no,no,cellular,17,nov,80,2,-1,0,unknown,0
33,unknown,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,failure,1
37,technician,single,secondary,no,274,no,no,cellular,8,aug,173,3,-1,0,unknown,0
36,admin.,married,secondary,no,898,no,no,cellular,15,jul,118,5,-1,0,unknown,0
39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,1
27,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14,4,-1,0,unknown,0
33,unemployed,single,unknown,no,170,yes,no,unknown,3,jun,327,1,-1,0,unknown,0
36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other,0
41,management,married,primary,no,733,yes,no,cellular,7,may,69,1,335,7,failure,0
32,admin.,married,secondary,no,1078,yes,no,cellular,16,apr,177,1,-1,0,unknown,0
60,retired,divorced,secondary,no,0,no,no,cellular,18,jul,91,10,-1,0,unknown,0
57,blue-collar,married,secondary,no,1412,yes,no,cellular,9,apr,89,1,330,1,failure,0
39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,0
61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,1
47,management,married,primary,no,4151,yes,no,unknown,14,may,114,1,-1,0,unknown,0
32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,-1,0,unknown,0
68,retired,married,secondary,no,20723,yes,no,cellular,28,apr,318,2,-1,0,unknown,0
55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,0
50,blue-collar,married,primary,no,0,yes,no,cellular,11,may,503,3,339,2,failure,0
56,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,0
34,management,single,tertiary,no,2455,no,no,cellular,8,aug,244,6,-1,0,unknown,0
39,technician,married,secondary,no,1,yes,no,unknown,26,may,506,2,-1,0,unknown,0
33,admin.,married,secondary,no,89,no,no,telephone,10,jul,524,3,-1,0,unknown,0
60,retired,divorced,secondary,no,4974,yes,no,cellular,15,may,80,4,-1,0,unknown,0
31,management,single,tertiary,no,1598,yes,no,cellular,7,jul,36,33,-1,0,unknown,0
48,management,single,tertiary,no,191,yes,no,cellular,17,apr,222,1,326,1,failure,0
28,technician,married,secondary,no,7449,yes,no,cellular,7,may,193,1,-1,0,unknown,0
29,management,single,tertiary,no,74,no,no,cellular,6,aug,174,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,113,yes,yes,unknown,20,may,235,2,-1,0,unknown,0
51,management,married,tertiary,no,3134,no,no,unknown,19,jun,92,3,-1,0,unknown,0
56,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,1
28,admin.,single,secondary,no,267,yes,no,unknown,11,jun,198,5,-1,0,unknown,0
33,blue-collar,married,primary,no,191,yes,no,unknown,9,may,162,2,-1,0,unknown,0
37,services,single,secondary,no,248,yes,no,cellular,10,feb,77,1,279,2,failure,0
45,blue-collar,married,secondary,no,120,yes,yes,unknown,15,may,53,3,-1,0,unknown,0
45,blue-collar,married,secondary,no,1239,no,no,telephone,31,jul,67,4,-1,0,unknown,0
53,retired,married,tertiary,no,1770,no,no,cellular,29,jan,147,1,-1,0,unknown,0
50,admin.,married,secondary,no,546,no,no,cellular,28,jul,82,6,-1,0,unknown,0
40,management,single,tertiary,no,257,no,no,cellular,1,feb,147,1,209,1,failure,0
45,blue-collar,married,secondary,no,240,no,no,cellular,18,aug,181,7,-1,0,unknown,0
55,unemployed,married,secondary,yes,1108,yes,yes,unknown,2,jun,75,4,-1,0,unknown,0
31,management,single,tertiary,no,4533,no,no,cellular,14,jun,262,3,98,3,other,0
50,blue-collar,married,primary,no,362,yes,no,unknown,8,may,201,2,-1,0,unknown,0
35,unknown,divorced,primary,no,3888,no,no,unknown,26,may,422,5,-1,0,unknown,0
60,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,124,1,-1,0,unknown,0
52,housemaid,married,primary,no,0,no,yes,cellular,9,jul,266,1,-1,0,unknown,0
55,entrepreneur,married,tertiary,no,22,no,yes,cellular,8,jul,215,1,-1,0,unknown,0
35,technician,single,tertiary,no,59,yes,no,unknown,28,may,145,3,-1,0,unknown,0
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success,1
57,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,73,3,-1,0,unknown,0
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,0
42,technician,married,secondary,no,-556,yes,no,cellular,19,nov,101,1,-1,0,unknown,0
37,unemployed,married,primary,no,236,yes,no,cellular,4,feb,101,1,-1,0,unknown,0
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,0
31,services,married,secondary,no,418,yes,yes,cellular,9,jul,219,1,-1,0,unknown,0
39,blue-collar,divorced,unknown,no,170,yes,no,unknown,6,may,268,2,-1,0,unknown,0
32,admin.,married,secondary,no,-1272,yes,no,unknown,6,jun,606,5,-1,0,unknown,0
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,0
45,blue-collar,divorced,secondary,no,77,yes,no,unknown,26,may,99,3,-1,0,unknown,0
38,admin.,divorced,secondary,no,74,yes,no,cellular,23,jul,279,3,-1,0,unknown,0
34,technician,single,secondary,no,1259,yes,no,cellular,18,nov,121,1,-1,0,unknown,0
53,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jul,241,8,-1,0,unknown,0
57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,172,2,364,1,failure,0
39,blue-collar,married,primary,no,33,yes,no,cellular,4,feb,211,1,-1,0,unknown,0
45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,103,2,-1,0,unknown,0
56,retired,married,unknown,no,228,yes,no,unknown,28,may,296,1,-1,0,unknown,0
44,technician,married,secondary,no,1226,yes,yes,cellular,29,jul,51,2,-1,0,unknown,0
32,management,married,tertiary,no,859,yes,yes,cellular,11,may,195,5,172,11,other,0
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,0
46,management,married,tertiary,no,110,yes,yes,cellular,20,aug,243,5,-1,0,unknown,0
31,management,single,tertiary,no,2137,no,no,cellular,6,feb,132,1,-1,0,unknown,0
38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301,6,-1,0,unknown,0
32,management,married,tertiary,no,0,yes,no,unknown,16,may,387,1,-1,0,unknown,0
29,technician,single,secondary,no,706,yes,no,cellular,18,may,1340,1,-1,0,unknown,1
27,student,single,tertiary,no,1,no,no,cellular,25,jul,73,1,-1,0,unknown,0
36,admin.,married,secondary,no,953,yes,no,cellular,28,may,77,1,100,1,failure,0
38,blue-collar,married,secondary,no,43,no,yes,cellular,4,jul,135,3,-1,0,unknown,0
34,technician,single,secondary,no,22,yes,no,cellular,6,may,197,1,-1,0,unknown,0
35,admin.,married,unknown,no,1055,no,no,cellular,2,mar,59,2,-1,0,unknown,0
50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,-1,0,unknown,0
39,technician,married,secondary,no,0,yes,yes,cellular,21,nov,83,1,-1,0,unknown,0
44,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,0
24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,1,-1,0,unknown,0
47,blue-collar,married,primary,no,1865,yes,no,unknown,8,may,380,3,-1,0,unknown,0
34,management,single,tertiary,no,2279,no,no,cellular,13,aug,284,1,-1,0,unknown,0
32,technician,single,tertiary,no,127,yes,no,cellular,31,jul,88,3,-1,0,unknown,0
50,self-employed,married,secondary,no,4440,no,yes,cellular,31,jul,12,3,-1,0,unknown,0
32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,unknown,0
56,admin.,divorced,secondary,no,-429,no,yes,cellular,23,jul,229,4,-1,0,unknown,0
32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259,2,145,3,failure,0
32,blue-collar,single,primary,no,60,yes,no,cellular,28,jul,136,2,-1,0,unknown,0
34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,1
33,management,single,tertiary,no,201,yes,no,unknown,20,may,280,1,-1,0,unknown,0
42,services,married,secondary,no,0,yes,no,cellular,13,may,116,4,-1,0,unknown,0
51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,1
41,blue-collar,married,secondary,no,0,yes,no,cellular,1,apr,625,2,-1,0,unknown,0
41,self-employed,married,secondary,no,713,yes,no,unknown,19,may,78,1,-1,0,unknown,0
36,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,3,475,4,success,1
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,unknown,1
59,admin.,married,secondary,no,506,yes,no,cellular,13,may,281,1,-1,0,unknown,0
53,retired,single,secondary,yes,-741,yes,yes,cellular,17,nov,53,1,-1,0,unknown,0
30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,unknown,0
39,services,married,secondary,no,1438,yes,no,unknown,20,may,212,2,-1,0,unknown,0
32,technician,single,secondary,no,792,no,no,cellular,29,aug,193,2,-1,0,unknown,0
32,blue-collar,single,secondary,no,235,yes,no,cellular,12,may,482,1,-1,0,unknown,0
48,admin.,married,secondary,no,811,no,yes,cellular,8,aug,149,2,-1,0,unknown,0
30,management,single,tertiary,no,725,no,no,cellular,11,aug,69,4,-1,0,unknown,0
30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,0
46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown,1
28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,1
50,housemaid,married,secondary,no,1484,no,no,unknown,9,jun,213,1,-1,0,unknown,0
32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,-1,0,unknown,1
33,management,married,secondary,no,369,no,no,cellular,25,may,115,2,103,1,success,0
36,management,married,tertiary,no,722,yes,no,unknown,30,may,312,1,-1,0,unknown,0
29,services,divorced,secondary,no,92,yes,no,cellular,7,may,240,1,-1,0,unknown,0
35,management,married,tertiary,no,0,yes,no,unknown,21,oct,4,1,-1,0,unknown,0
54,technician,married,secondary,no,187,no,yes,cellular,4,jul,273,3,-1,0,unknown,0
30,admin.,single,secondary,no,28,no,no,unknown,20,aug,107,1,-1,0,unknown,0
43,technician,married,secondary,no,0,yes,no,cellular,11,jul,154,2,-1,0,unknown,0
34,blue-collar,married,primary,no,6575,yes,no,unknown,26,may,405,4,-1,0,unknown,0
61,retired,married,secondary,no,4248,yes,no,unknown,14,may,71,1,-1,0,unknown,0
45,blue-collar,married,secondary,no,243,no,no,cellular,21,nov,46,1,163,1,other,0
31,unknown,single,tertiary,no,0,no,no,cellular,7,jul,57,1,-1,0,unknown,0
46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown,1
30,entrepreneur,single,secondary,no,491,yes,no,unknown,9,may,197,4,-1,0,unknown,0
36,blue-collar,married,secondary,no,0,yes,no,telephone,19,nov,52,2,-1,0,unknown,0
30,technician,single,secondary,no,800,no,no,telephone,28,jan,60,2,-1,0,unknown,0
45,technician,single,secondary,no,52,no,yes,unknown,2,jul,79,3,-1,0,unknown,0
28,services,married,secondary,no,3019,no,no,unknown,2,jun,303,2,-1,0,unknown,0
33,management,married,tertiary,no,801,no,no,cellular,19,aug,133,4,-1,0,unknown,0
38,blue-collar,married,secondary,no,926,no,yes,unknown,6,jun,189,3,-1,0,unknown,0
37,management,single,secondary,no,793,no,no,cellular,7,oct,130,1,-1,0,unknown,0
44,management,divorced,tertiary,no,36,no,no,cellular,26,oct,127,2,153,3,failure,0
45,technician,married,secondary,no,1477,yes,no,cellular,8,jul,355,1,-1,0,unknown,0
34,blue-collar,married,secondary,no,2308,yes,no,unknown,7,may,1062,1,-1,0,unknown,0
46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,0
58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,0
28,blue-collar,single,secondary,no,-403,no,yes,cellular,23,jul,140,2,-1,0,unknown,0
27,technician,single,secondary,no,155,yes,no,cellular,18,may,26,4,-1,0,unknown,0
53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,1
58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,286,2,-1,0,unknown,1
55,services,married,secondary,no,4263,no,no,cellular,14,aug,93,2,-1,0,unknown,0
60,management,divorced,secondary,no,0,yes,no,telephone,13,may,65,4,350,6,failure,0
60,housemaid,married,primary,no,887,no,no,cellular,14,aug,95,2,-1,0,unknown,0
37,blue-collar,single,secondary,no,1184,yes,no,cellular,20,nov,149,2,-1,0,unknown,0
33,self-employed,married,tertiary,no,263,no,no,cellular,14,aug,257,1,102,2,failure,0
53,blue-collar,married,primary,no,896,yes,no,unknown,14,may,106,1,-1,0,unknown,0
32,blue-collar,single,primary,no,315,yes,no,unknown,30,may,61,2,-1,0,unknown,0
49,technician,married,secondary,no,1811,yes,yes,cellular,2,feb,168,2,245,1,other,0
52,management,married,tertiary,no,3737,yes,no,unknown,19,jun,574,4,-1,0,unknown,0
25,technician,single,tertiary,no,3411,no,no,cellular,19,aug,225,2,-1,0,unknown,1
41,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,unknown,0
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,1
35,technician,married,secondary,no,712,yes,yes,cellular,22,aug,97,5,-1,0,unknown,0
58,retired,married,secondary,no,2553,no,no,cellular,14,aug,366,2,-1,0,unknown,0
44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,-1,0,unknown,1
43,entrepreneur,married,secondary,no,641,yes,yes,unknown,2,jun,251,4,-1,0,unknown,0
31,blue-collar,single,primary,no,5972,no,no,telephone,20,nov,59,1,-1,0,unknown,0
57,blue-collar,married,primary,no,696,yes,no,cellular,13,aug,89,6,-1,0,unknown,0
56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,220,16,-1,0,unknown,0
52,technician,divorced,secondary,no,-558,no,no,cellular,14,aug,152,5,-1,0,unknown,0
52,technician,married,secondary,no,172,yes,yes,cellular,8,aug,75,2,-1,0,unknown,0
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,1
46,services,married,secondary,no,311,yes,yes,cellular,15,jul,232,3,-1,0,unknown,0
41,blue-collar,married,secondary,no,-100,yes,no,unknown,16,jun,20,21,-1,0,unknown,0
34,management,married,secondary,no,42,no,no,cellular,22,aug,82,3,-1,0,unknown,0
30,management,single,tertiary,no,20580,yes,no,cellular,21,nov,116,2,-1,0,unknown,0
57,unemployed,married,primary,no,2743,no,no,cellular,29,jan,89,1,-1,0,unknown,0
37,entrepreneur,married,tertiary,no,404,yes,no,cellular,28,jul,55,10,-1,0,unknown,0
31,admin.,married,secondary,no,355,yes,no,cellular,18,nov,530,1,193,1,failure,0
37,blue-collar,married,secondary,no,1407,yes,no,cellular,21,nov,14,7,-1,0,unknown,0
51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,-1,0,unknown,1
27,admin.,married,secondary,no,16,yes,no,cellular,3,feb,54,3,-1,0,unknown,0
36,self-employed,single,secondary,no,1295,no,no,cellular,20,nov,1192,1,-1,0,unknown,1
32,technician,married,secondary,no,11431,no,no,cellular,12,aug,141,5,-1,0,unknown,0
43,management,single,tertiary,no,1806,yes,no,cellular,12,aug,161,2,-1,0,unknown,0
40,technician,single,secondary,no,1001,yes,yes,cellular,7,may,148,1,-1,0,unknown,0
52,blue-collar,married,primary,no,1054,no,no,cellular,4,aug,273,1,-1,0,unknown,0
34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,627,3,-1,0,unknown,0
44,admin.,married,unknown,no,-299,yes,no,unknown,23,may,268,1,-1,0,unknown,0
47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,80,1,118,1,failure,0
42,technician,single,secondary,no,25,yes,no,cellular,21,aug,148,1,-1,0,unknown,0
38,management,single,tertiary,no,424,yes,no,unknown,5,may,104,1,-1,0,unknown,0
26,blue-collar,single,tertiary,no,449,yes,no,cellular,5,feb,339,2,-1,0,unknown,0
33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,1
39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,-1,0,unknown,1
76,retired,married,primary,no,2590,no,no,telephone,9,feb,68,12,-1,0,unknown,0
33,technician,married,primary,no,5,no,no,unknown,21,may,57,2,-1,0,unknown,0
35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,0
29,blue-collar,single,secondary,no,1012,yes,no,unknown,23,may,926,1,-1,0,unknown,0
33,management,married,tertiary,no,1163,yes,no,cellular,10,jul,210,1,-1,0,unknown,0
36,technician,married,secondary,no,2474,yes,no,cellular,12,aug,107,1,-1,0,unknown,0
28,student,married,tertiary,no,1,no,no,cellular,15,jul,92,4,-1,0,unknown,0
33,management,married,tertiary,no,340,no,no,cellular,7,aug,402,2,-1,0,unknown,0
38,housemaid,married,primary,no,3577,no,no,unknown,6,jun,190,2,-1,0,unknown,0
48,blue-collar,married,unknown,no,113,no,no,cellular,11,aug,104,13,-1,0,unknown,0
41,blue-collar,married,secondary,no,-648,yes,no,cellular,12,may,104,3,172,2,failure,0
48,self-employed,divorced,tertiary,no,41,yes,no,cellular,16,jul,198,2,-1,0,unknown,0
29,admin.,married,secondary,no,252,yes,no,cellular,15,may,1223,3,371,1,failure,0
29,management,single,unknown,no,560,no,no,cellular,6,jul,212,1,92,2,success,0
28,self-employed,single,tertiary,no,805,no,no,cellular,26,may,69,1,99,1,success,0
31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,1
30,management,single,tertiary,no,17,no,no,cellular,28,aug,95,6,-1,0,unknown,0
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,1
35,admin.,married,secondary,no,2238,yes,no,unknown,23,may,42,3,-1,0,unknown,0
30,blue-collar,married,primary,no,-5,yes,no,cellular,18,may,518,2,-1,0,unknown,0
32,entrepreneur,married,secondary,no,0,yes,no,cellular,11,jul,223,2,-1,0,unknown,0
