age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
52,Private,88073,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,0
49,Self-emp-not-inc,189123,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,50,United-States,0
27,Private,194759,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
48,Self-emp-not-inc,136455,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,United-States,0
46,Private,219967,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,1
55,Private,80445,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19,Local-gov,259169,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,0
25,Private,236267,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,1590,40,United-States,0
42,Private,181265,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,0
51,Local-gov,133963,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,35,,0
33,Private,171892,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,0
42,Private,180985,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,0
17,Private,99462,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,0
47,Private,170850,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,0
51,Private,163826,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
29,Local-gov,273771,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
41,State-gov,109762,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
45,Private,253116,10th,6,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
59,Private,104455,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
44,Private,219155,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,England,1
33,Self-emp-not-inc,24504,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
70,Private,135601,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,35,United-States,1
27,Private,207631,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,52,Mexico,0
35,Private,203482,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,183945,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
43,State-gov,186990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,0
45,Private,102147,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
60,Private,193864,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
31,Federal-gov,86150,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,5178,0,40,United-States,1
33,Private,217460,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
32,Private,137367,11th,7,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,0
44,State-gov,98989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,38,United-States,1
53,Self-emp-inc,246562,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,1
51,Private,24185,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
46,State-gov,273771,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
35,Self-emp-not-inc,22641,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
56,Self-emp-not-inc,121362,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,1
62,Private,77884,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
26,Private,64293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
38,Local-gov,745768,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,0
41,Private,194636,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
50,Private,89534,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
46,Private,234690,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
27,Private,104917,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
22,Private,200109,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508,0,40,United-States,0
59,Self-emp-inc,200453,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
63,Private,170815,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,0
22,Private,74631,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,13,United-States,0
38,Private,172927,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
50,Private,196232,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1
25,Private,104614,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Female,0,0,25,United-States,0
20,Private,148940,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
48,Private,185143,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
42,Private,190403,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,Canada,0
77,Self-emp-not-inc,184046,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0
32,Private,398988,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
34,Self-emp-not-inc,195602,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
53,Private,117814,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
50,Self-emp-inc,132716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,1
31,Private,136721,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
51,State-gov,285747,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,1
38,Private,326886,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
61,,72886,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,38,United-States,1
67,Self-emp-inc,182581,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,20,United-States,1
32,Private,141490,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,0
39,Private,82521,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
25,Private,150062,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
18,Private,129053,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,28,United-States,0
18,Private,90934,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,0
20,Private,479296,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
22,Private,309620,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,0,0,45,,0
51,Self-emp-inc,103995,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0
23,Private,196508,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,United-States,0
24,Private,194096,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,45,United-States,0
30,Private,183388,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
44,Federal-gov,184099,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
34,Private,41809,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,273243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
62,Private,200332,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
21,Private,195919,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,0,40,Dominican-Republic,0
47,Private,165517,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
21,Private,109952,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
52,Private,311931,5th-6th,3,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,El-Salvador,0
37,Local-gov,257588,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
31,Local-gov,188798,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
75,Private,314209,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,0
47,Self-emp-inc,175958,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,3325,0,60,United-States,0
55,Private,102058,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
33,Private,376483,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,30,United-States,0
37,Private,113120,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
50,Private,283676,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
42,Private,121287,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0
17,,48703,11th,7,Never-married,,Own-child,White,Female,0,0,30,United-States,0
26,Private,248612,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,0
19,Private,199495,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
47,Self-emp-inc,188610,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0
37,State-gov,48211,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
48,Private,247895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1
69,,28197,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,1
59,,291856,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
35,Private,351772,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,1
74,,41737,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,2149,30,United-States,0
35,Private,301862,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
40,Local-gov,197012,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,8614,0,40,England,1
22,Private,237498,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
37,Private,177285,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,1
31,Private,145935,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,0
76,,152802,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,0
29,Local-gov,165218,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
47,Local-gov,121124,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
51,Private,177727,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
51,Private,204304,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
25,Private,141876,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,45,,0
40,Self-emp-not-inc,123306,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
20,Private,95918,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
30,Private,110594,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
19,Private,223669,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
44,,177461,Some-college,10,Divorced,,Unmarried,Amer-Indian-Eskimo,Male,0,0,50,United-States,0
34,Private,202498,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Dominican-Republic,0
51,Private,145114,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
20,Private,161978,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
64,Self-emp-inc,181408,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,0
32,Self-emp-inc,111746,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47,Private,33710,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States,1
20,Private,164574,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
43,State-gov,227910,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
42,Private,317078,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
19,Private,156618,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1602,20,United-States,0
30,Private,125279,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,United-States,0
46,State-gov,178686,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,1
19,Private,206599,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
34,Self-emp-not-inc,177639,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,237865,Masters,14,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,0
46,Private,409443,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,Mexico,0
34,Private,236543,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1590,40,United-States,0
24,Private,418405,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Private,137088,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Ecuador,0
52,Private,145271,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
22,State-gov,64292,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,43,United-States,0
40,State-gov,177083,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0
25,Private,113654,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,0
37,Private,186934,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,1
37,Local-gov,34173,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,0
51,Private,237729,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
37,Private,49115,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
42,Private,190786,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
22,Private,170800,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,0
27,Private,333296,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,,0
28,Private,37805,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
50,Private,167886,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
22,Private,43535,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
19,Private,164320,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
55,Private,160303,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
34,Private,115858,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
20,,33860,Some-college,10,Never-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,28,United-States,0
36,Private,102729,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,1
57,Private,188872,5th-6th,3,Divorced,Transport-moving,Unmarried,White,Male,6497,0,40,United-States,0
27,Private,190525,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,0
45,Private,44489,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,65,United-States,0
43,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
34,Private,111985,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
43,Private,115562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1
26,Private,219199,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
69,Private,165017,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,2538,0,40,United-States,0
52,Local-gov,74784,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
34,Private,199934,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,7298,0,40,United-States,1
51,Private,39264,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
69,Private,271312,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
29,Private,148550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
55,Private,326297,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
36,,139770,Some-college,10,Divorced,,Own-child,White,Female,0,0,32,United-States,0
39,State-gov,121838,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
